index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
233-01,querétaro,atlacomulco-querétaro,ex-m40d,55.000,"3,010",0.3,50.4,0.1,5.1,5.6,4.9,1.2,21.5,1.3,0.3,0.1,8.2,1.0,"1,098,694",8.0,7.0,7.9,8.3,8.0,7.7,8.4,8.9,8.1,8.7,9.2,9.8
233-02,querétaro,acambay-querétaro,ex-m40d,55.000,292,0.5,80.9,0.2,1.5,4.8,3.1,0.8,6.1,0.3,0.0,0.0,0.3,1.5,"106,591",8.2,6.9,8.5,7.9,7.9,7.9,9.0,10.2,7.3,8.0,8.8,9.4
233-03,querétaro,jilotepec-querétaro,ex-m40d,55.000,848,1.2,67.0,0.2,2.9,5.0,7.8,0.6,9.3,0.4,0.0,0.1,1.5,4.0,"309,427",8.3,7.9,8.5,8.1,8.3,8.1,8.2,8.7,8.2,8.7,8.5,8.5
233-04,querétaro,tula ii-querétaro,ex-m40d,55.000,277,0.7,87.6,0.3,0.2,2.0,2.9,0.1,2.1,0.7,0.0,0.0,0.1,3.3,"101,002",8.0,7.9,8.6,8.5,8.4,8.0,8.7,8.8,7.7,8.2,8.3,8.9
233-05,querétaro,tula i-querétaro,ex-m40d,55.000,677,0.4,59.0,0.6,1.1,3.7,6.3,1.0,13.1,4.6,0.7,0.1,8.4,1.0,"247,220",7.7,7.7,9.0,9.4,8.6,8.3,8.5,8.5,7.9,8.3,8.0,8.1
233-06,querétaro,atitalaquia-querétaro,ex-m40d,55.000,258,0.3,36.5,0.5,0.3,2.7,14.4,2.9,10.5,18.9,1.1,0.2,11.3,0.4,"94,220",7.9,7.2,8.3,8.0,8.3,8.5,8.8,8.8,8.0,8.9,8.4,8.9
233-07,querétaro,apaxco-querétaro,ex-m40d,55.000,45,0.5,88.8,0.5,0.0,1.7,5.5,0.1,0.6,1.3,0.0,0.0,0.5,0.5,"16,482",7.5,7.0,8.4,8.4,8.4,8.1,8.5,8.1,8.4,8.7,8.8,9.7
233-08,querétaro,ajoloapan-querétaro,ex-m40d,55.000,54,0.5,74.1,0.5,1.8,5.6,4.4,1.3,9.3,1.0,0.1,0.0,1.1,0.3,"19,729",7.6,6.9,7.9,8.5,8.7,7.7,8.1,9.4,9.0,8.7,8.7,8.8
233-09,querétaro,pachuca-querétaro,ex-m40d,55.000,"1,035",0.4,65.4,0.4,2.9,3.8,4.6,1.2,14.4,2.7,0.4,0.1,3.3,0.4,"377,819",7.9,7.8,8.6,8.7,8.6,8.0,8.6,8.4,8.1,8.4,8.0,8.9
233-10,querétaro,tulancingo-querétaro,ex-m40d,55.000,645,0.4,58.8,0.5,1.7,3.4,7.6,2.2,8.8,6.1,0.7,0.1,9.5,0.2,"235,259",9.0,7.3,8.1,8.3,8.0,7.4,8.6,9.4,8.0,8.4,8.4,9.1
233-11,querétaro,sahagún-querétaro,ex-m40d,55.000,124,0.1,17.4,0.1,0.7,2.6,2.2,5.4,39.4,8.0,1.6,0.3,22.2,0.0,"45,266",8.1,7.3,8.9,7.8,8.1,8.7,8.4,9.5,8.8,8.5,8.4,7.5
233-12,querétaro,calpulalpan-querétaro,ex-m40d,55.000,119,0.2,44.5,0.5,0.7,3.8,6.6,2.8,22.5,5.6,0.7,0.1,11.9,0.1,"43,580",8.1,7.0,8.0,7.8,8.6,8.5,9.1,9.4,8.2,8.1,8.2,9.0
233-13,querétaro,sanctórum-querétaro,ex-m40d,55.000,961,0.2,39.7,0.3,1.0,4.1,9.3,2.4,23.0,7.0,1.9,0.2,10.8,0.1,"350,645",8.4,6.8,8.0,8.5,8.5,8.2,8.7,9.1,8.3,8.1,8.4,9.0
233-14,querétaro,san martín texmelucan-querétaro,ex-m40d,55.000,"2,726",0.2,37.1,0.3,3.6,4.2,5.4,1.6,32.0,4.6,1.3,0.2,9.0,0.5,"994,960",8.5,7.1,8.5,8.5,8.5,8.0,8.6,8.9,8.1,8.5,8.2,8.6
234-01,tula ii,atlacomulco-tula ii,ex-m40d,70.000,51,1.2,87.0,0.6,0.4,3.1,1.1,0.1,1.7,0.2,0.0,0.0,0.2,4.4,"18,648",8.0,7.0,8.6,8.6,7.7,7.7,8.4,8.2,7.6,8.7,9.0,10.5
234-02,tula ii,acambay-tula ii,ex-m40d,70.000,12,1.4,89.3,0.3,0.1,5.8,0.6,0.0,0.9,0.0,0.0,0.0,0.0,1.6,"4,548",7.6,7.8,9.1,8.4,7.8,7.3,7.7,8.8,8.0,9.3,8.5,9.7
234-03,tula ii,jilotepec-tula ii,ex-m40d,70.000,244,1.3,93.6,0.2,0.6,2.4,0.4,0.0,0.9,0.1,0.0,0.0,0.0,0.5,"89,034",8.0,7.5,8.6,8.2,8.5,8.2,8.3,8.4,8.1,8.4,8.2,9.6
234-04,tula ii,querétaro-tula ii,ex-m40d,70.000,316,0.7,88.9,0.3,0.2,2.3,2.3,0.3,1.4,0.4,0.0,0.0,0.1,3.1,"115,194",7.8,7.7,9.0,8.6,8.3,7.9,8.6,8.2,7.8,8.2,8.5,9.4
234-05,tula ii,tula i-tula ii,ex-m40d,70.000,258,1.1,70.4,0.8,0.1,5.9,3.0,0.9,7.4,3.2,0.0,0.0,0.0,7.2,"94,140",8.3,8.0,9.5,8.4,8.8,8.4,8.1,8.1,8.1,8.3,8.0,8.0
234-06,tula ii,atitalaquia-tula ii,ex-m40d,70.000,89,0.7,53.8,0.5,0.1,2.2,2.1,16.0,9.4,10.0,0.0,0.0,0.0,5.2,"32,564",7.6,6.8,7.9,9.1,8.4,7.8,8.2,8.5,8.3,9.1,8.9,9.4
234-07,tula ii,apaxco-tula ii,ex-m40d,70.000,10,0.9,81.0,0.1,0.0,1.0,3.3,0.0,0.0,0.1,0.0,0.0,0.0,13.6,"3,472",7.1,6.9,8.4,8.0,8.8,9.9,9.3,8.5,8.7,9.0,6.5,8.9
234-08,tula ii,ajoloapan-tula ii,ex-m40d,70.000,9,0.5,73.9,0.3,0.2,7.3,0.6,0.2,6.1,1.5,0.0,0.0,0.0,9.4,"3,193",8.0,8.0,9.1,10.1,9.2,8.0,7.0,8.5,7.6,7.4,9.1,8.0
234-09,tula ii,pachuca-tula ii,ex-m40d,70.000,83,0.7,89.2,0.4,0.2,1.5,0.5,0.6,1.5,0.3,0.0,0.0,0.0,5.1,"30,254",7.8,7.4,8.6,8.8,8.8,8.3,8.0,8.2,8.0,8.5,8.5,9.1
234-10,tula ii,tulancingo-tula ii,ex-m40d,70.000,12,0.4,86.4,1.1,0.3,2.4,4.6,1.1,1.1,0.7,0.1,0.0,0.5,1.3,"4,548",13.5,6.6,8.0,9.3,8.1,7.5,8.0,9.2,6.8,7.7,6.7,8.6
234-11,tula ii,sahagún-tula ii,ex-m40d,70.000,1,0.5,87.1,0.0,0.3,1.5,3.6,0.3,3.9,0.3,0.0,0.0,1.5,1.0,388,8.0,6.7,7.0,8.0,6.4,9.3,9.3,9.0,12.1,4.9,11.6,7.7
234-12,tula ii,calpulalpan-tula ii,ex-m40d,70.000,1,0.2,79.6,0.8,0.6,2.1,3.2,0.6,4.0,1.5,0.0,0.0,0.4,7.0,525,10.7,5.7,5.0,12.0,9.0,8.4,7.6,9.5,6.3,10.9,5.1,9.8
234-13,tula ii,sanctórum-tula ii,ex-m40d,70.000,7,0.3,84.2,0.6,0.4,1.3,7.1,1.2,2.3,1.4,0.0,0.0,0.7,0.5,"2,397",19.6,5.8,6.7,8.8,5.3,8.0,8.2,7.8,7.4,8.2,5.9,8.3
234-14,tula ii,san martín texmelucan-tula ii,ex-m40d,70.000,23,0.5,57.1,0.3,0.6,2.5,4.5,0.3,3.6,0.4,0.0,0.0,0.7,29.5,"8,378",17.2,7.7,9.3,9.3,8.2,7.1,6.8,6.6,5.9,6.9,6.8,8.2
235-01,tula i,atlacomulco-tula i,ex-m40d,80.000,258,0.3,36.0,0.2,0.7,3.4,5.0,1.7,12.0,3.0,1.9,0.2,14.5,21.1,"94,199",9.3,7.8,8.8,10.2,9.0,7.6,7.6,8.2,7.7,8.0,7.4,8.4
235-02,tula i,acambay-tula i,ex-m40d,80.000,27,0.7,80.0,0.5,0.5,7.9,3.9,1.2,3.8,0.4,0.0,0.0,0.3,0.8,"9,789",8.8,6.9,10.1,10.0,8.0,7.9,9.1,8.7,7.2,8.2,6.7,8.4
235-03,tula i,jilotepec-tula i,ex-m40d,80.000,267,0.9,74.5,0.5,2.1,8.8,7.2,0.4,4.0,0.5,0.3,0.0,0.5,0.3,"97,576",8.1,7.4,8.7,9.0,8.6,8.0,8.4,8.5,7.7,8.2,7.9,9.5
235-04,tula i,querétaro-tula i,ex-m40d,80.000,613,0.3,57.6,0.6,0.8,4.3,6.0,1.5,12.0,3.7,0.8,0.1,11.1,1.2,"223,651",7.3,7.4,8.5,8.8,8.7,8.5,8.5,8.8,8.1,8.2,7.9,9.3
235-05,tula i,tula ii-tula i,ex-m40d,80.000,242,1.3,71.1,0.7,0.1,5.6,3.5,0.2,3.1,8.0,0.0,0.0,0.1,6.3,"88,176",8.4,7.9,9.0,8.2,8.6,8.3,8.0,8.3,8.0,8.2,7.9,9.2
235-06,tula i,atitalaquia-tula i,ex-m40d,80.000,730,1.0,84.9,0.1,1.2,3.1,3.6,1.0,1.5,1.5,0.0,0.0,0.4,1.7,"266,531",6.7,6.5,8.5,8.5,8.7,8.2,8.6,8.9,8.7,9.4,8.5,8.8
235-07,tula i,apaxco-tula i,ex-m40d,80.000,201,1.2,93.6,0.3,0.0,3.5,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.4,"73,251",7.1,7.2,8.8,9.3,9.3,7.8,8.3,8.4,8.1,9.0,8.2,8.5
235-08,tula i,ajoloapan-tula i,ex-m40d,80.000,119,1.0,80.2,0.4,0.3,10.4,3.6,0.6,0.6,0.1,0.0,0.0,0.1,2.7,"43,295",7.6,7.4,9.1,9.0,8.6,7.5,8.2,9.3,7.9,8.6,8.4,8.4
235-09,tula i,pachuca-tula i,ex-m40d,80.000,"1,060",0.5,87.6,0.2,0.4,4.0,1.5,0.3,2.0,0.6,0.1,0.0,1.7,1.1,"386,913",7.4,7.5,8.4,8.7,8.7,8.1,8.4,8.6,8.2,9.0,8.1,8.9
235-10,tula i,tulancingo-tula i,ex-m40d,80.000,192,0.5,71.9,0.4,0.6,4.0,4.3,1.0,4.3,2.8,0.2,0.1,9.4,0.5,"70,108",8.6,7.9,8.8,8.8,8.1,7.3,8.9,9.2,8.1,8.2,7.7,8.4
235-11,tula i,sahagún-tula i,ex-m40d,80.000,12,0.5,59.1,0.3,0.1,4.4,1.7,1.2,13.8,3.8,0.5,0.2,13.2,1.2,"4,423",6.6,9.2,9.4,8.1,8.3,8.0,7.7,9.9,6.7,8.2,6.2,11.7
235-12,tula i,calpulalpan-tula i,ex-m40d,80.000,17,0.4,62.5,0.4,0.1,5.5,5.1,1.1,11.3,1.9,0.1,0.0,10.9,0.7,"6,146",7.5,7.1,8.8,8.4,8.0,8.2,7.1,7.8,7.0,11.4,9.7,9.0
235-13,tula i,sanctórum-tula i,ex-m40d,80.000,66,0.1,52.1,0.3,0.4,3.4,4.1,3.0,10.9,7.6,1.2,0.3,16.5,0.1,"23,967",8.4,7.6,7.7,8.9,7.8,8.0,8.2,8.1,7.8,8.8,8.7,10.0
235-14,tula i,san martín texmelucan-tula i,ex-m40d,80.000,229,0.3,41.1,0.2,1.3,2.9,3.1,2.3,13.3,5.5,0.8,0.3,24.7,4.2,"83,545",8.2,7.2,8.1,8.7,8.2,7.8,8.3,8.6,8.0,9.0,9.0,8.9
236-01,atitalaquia,atlacomulco-atitalaquia,ex-m40d,88.000,54,0.4,42.9,0.3,0.5,2.5,10.4,12.5,15.5,4.7,1.1,0.1,5.1,4.0,"19,734",7.3,6.7,8.3,8.3,11.8,10.1,8.1,7.2,7.3,8.3,8.2,8.4
236-02,atitalaquia,acambay-atitalaquia,ex-m40d,88.000,8,0.4,62.7,0.4,0.4,2.6,8.3,5.4,7.0,9.9,0.8,0.0,0.5,1.6,"2,856",7.6,6.9,8.3,7.5,9.1,7.7,8.8,10.6,8.2,9.9,7.3,8.1
236-03,atitalaquia,jilotepec-atitalaquia,ex-m40d,88.000,67,0.9,62.2,0.6,0.7,4.4,5.5,5.2,5.9,13.3,0.3,0.0,0.6,0.4,"24,293",8.6,7.5,9.2,9.7,10.4,7.3,8.2,8.4,7.5,7.5,7.5,8.2
236-04,atitalaquia,querétaro-atitalaquia,ex-m40d,88.000,227,0.2,43.6,0.6,0.3,3.2,7.1,5.2,16.8,9.9,0.7,0.2,11.7,0.5,"82,681",7.2,6.9,8.1,7.9,11.0,8.1,8.5,8.5,7.9,8.6,8.1,9.2
236-05,atitalaquia,tula ii-atitalaquia,ex-m40d,88.000,86,0.8,52.0,0.5,0.0,2.8,1.8,0.1,3.9,33.9,0.0,0.0,0.1,4.1,"31,288",7.4,6.6,7.8,8.5,8.8,7.4,8.5,8.5,8.3,9.3,9.2,9.7
236-06,atitalaquia,tula i-atitalaquia,ex-m40d,88.000,703,1.0,84.8,0.2,1.9,2.7,3.0,0.4,1.7,1.8,0.1,0.0,0.6,1.8,"256,577",6.8,6.6,8.6,8.6,8.9,8.3,8.6,8.8,8.5,9.4,8.5,8.4
236-07,atitalaquia,apaxco-atitalaquia,ex-m40d,88.000,160,1.0,96.8,0.3,0.0,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,"58,409",8.7,10.1,12.0,11.3,11.4,7.7,7.0,7.3,6.3,6.5,5.8,5.9
236-08,atitalaquia,ajoloapan-atitalaquia,ex-m40d,88.000,113,3.1,85.3,0.5,0.2,4.3,3.0,0.2,0.5,0.1,0.0,0.0,0.1,2.7,"41,102",8.0,7.9,9.1,8.8,8.9,8.1,8.2,8.8,7.6,8.0,8.3,8.3
236-09,atitalaquia,pachuca-atitalaquia,ex-m40d,88.000,603,0.6,86.1,0.2,2.4,3.2,2.0,1.0,2.3,0.7,0.0,0.0,0.3,1.2,"220,162",7.7,7.8,8.8,8.5,8.9,7.9,8.4,8.5,8.1,9.0,7.9,8.5
236-10,atitalaquia,tulancingo-atitalaquia,ex-m40d,88.000,117,0.5,70.1,0.5,0.2,3.6,4.1,4.8,5.9,4.3,0.4,0.0,5.1,0.5,"42,524",8.7,8.0,9.3,8.5,8.4,7.7,8.6,9.1,7.5,8.0,7.6,8.6
236-11,atitalaquia,sahagún-atitalaquia,ex-m40d,88.000,8,0.7,74.1,0.2,0.0,4.3,4.2,1.1,7.5,5.4,0.0,0.0,2.1,0.4,"2,888",7.8,8.9,11.4,10.6,9.9,8.5,7.0,8.9,7.6,6.5,6.7,6.2
236-12,atitalaquia,calpulalpan-atitalaquia,ex-m40d,88.000,10,0.5,67.9,0.6,0.1,3.4,3.3,5.5,15.0,1.9,0.0,0.0,1.1,0.7,"3,815",8.8,8.9,9.6,8.0,9.6,9.0,8.3,7.9,7.4,8.0,7.3,7.2
236-13,atitalaquia,sanctórum-atitalaquia,ex-m40d,88.000,45,0.4,48.4,0.3,0.3,2.0,5.4,7.6,10.6,10.9,0.5,0.1,13.3,0.2,"16,258",9.2,8.2,9.2,9.5,8.7,8.9,7.7,7.7,7.3,7.2,7.8,8.6
236-14,atitalaquia,san martín texmelucan-atitalaquia,ex-m40d,88.000,95,0.4,49.0,0.3,0.4,3.3,6.3,7.0,11.0,3.6,1.7,0.6,11.9,4.5,"34,631",9.1,7.9,8.9,8.3,9.0,7.7,8.1,8.2,7.8,8.5,8.2,8.3
237-01,apaxco,atlacomulco-apaxco,ex-m40d,99.500,15,0.4,71.6,0.5,0.1,1.5,17.3,7.0,1.0,0.1,0.1,0.0,0.2,0.2,"5,432",6.2,4.9,7.2,8.2,7.9,9.7,7.2,9.1,8.4,8.6,10.6,12.0
237-02,apaxco,acambay-apaxco,ex-m40d,99.500,3,0.4,77.4,0.4,0.0,2.9,14.8,0.7,0.4,0.7,0.0,0.0,0.0,2.3,"1,107",7.4,5.9,8.9,8.6,8.0,8.0,8.2,7.1,8.1,8.7,9.0,12.1
237-03,apaxco,jilotepec-apaxco,ex-m40d,99.500,18,1.1,91.8,0.3,0.0,1.2,1.2,0.6,0.9,1.0,0.0,0.0,0.4,1.5,"6,662",7.2,6.3,7.8,8.8,7.1,7.6,8.1,8.7,9.0,8.2,9.0,12.2
237-04,apaxco,querétaro-apaxco,ex-m40d,99.500,50,0.6,82.3,0.6,0.0,2.1,7.7,2.0,2.5,0.6,0.2,0.0,0.7,0.7,"18,334",7.3,6.9,8.0,8.3,7.1,7.7,8.6,8.1,8.9,9.0,8.6,11.5
237-05,apaxco,tula ii-apaxco,ex-m40d,99.500,10,1.0,87.1,0.1,0.0,1.7,3.5,0.1,0.1,0.2,0.0,0.0,0.0,6.2,"3,521",7.0,7.2,8.5,8.1,7.1,9.1,8.7,9.5,8.7,8.3,7.7,10.1
237-06,apaxco,tula i-apaxco,ex-m40d,99.500,195,1.3,91.4,0.3,0.0,4.1,1.9,0.2,0.2,0.1,0.0,0.0,0.1,0.4,"71,187",7.3,7.1,9.2,9.4,7.3,7.9,8.6,8.7,8.2,9.3,8.4,8.6
237-07,apaxco,atitalaquia-apaxco,ex-m40d,99.500,149,1.3,95.8,0.3,0.0,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,"54,551",9.0,10.1,13.2,11.5,8.5,8.2,7.8,7.5,5.8,5.7,6.4,6.3
237-08,apaxco,ajoloapan-apaxco,ex-m40d,99.500,64,2.0,92.9,0.4,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"23,178",7.3,8.3,6.6,7.3,7.9,7.1,7.0,8.8,10.7,11.0,9.1,8.9
237-09,apaxco,pachuca-apaxco,ex-m40d,99.500,370,0.8,94.4,0.2,0.0,1.5,1.9,0.1,0.1,0.0,0.0,0.0,0.0,1.0,"135,013",6.0,6.3,7.7,7.6,8.6,8.4,8.5,8.9,8.9,10.3,9.3,9.5
237-10,apaxco,tulancingo-apaxco,ex-m40d,99.500,49,0.6,83.5,0.2,0.0,3.7,8.7,1.5,0.5,0.4,0.0,0.0,0.1,0.8,"17,820",6.3,5.7,7.8,7.5,8.3,8.1,8.3,9.8,8.5,9.3,9.6,10.8
237-11,apaxco,sahagún-apaxco,ex-m40d,99.500,5,1.0,89.8,0.5,0.0,2.1,2.6,0.2,0.3,0.5,0.0,0.0,0.0,3.0,"1,819",6.7,6.3,8.5,9.3,9.2,7.4,8.3,8.6,7.2,9.4,9.5,9.6
237-12,apaxco,calpulalpan-apaxco,ex-m40d,99.500,4,0.8,85.5,0.1,0.0,4.0,5.2,2.3,0.7,0.8,0.0,0.0,0.1,0.5,"1,531",4.9,6.2,7.5,7.3,9.1,7.8,7.8,10.1,8.7,9.8,10.5,10.3
237-13,apaxco,sanctórum-apaxco,ex-m40d,99.500,15,0.5,83.0,0.7,0.1,1.4,5.7,4.4,2.3,1.7,0.0,0.0,0.2,0.0,"5,504",6.8,5.0,6.8,8.6,7.6,7.8,8.2,9.2,8.3,9.3,10.5,11.9
237-14,apaxco,san martín texmelucan-apaxco,ex-m40d,99.500,38,0.5,68.5,0.2,0.0,1.5,8.8,1.3,1.4,1.0,0.1,0.0,0.9,15.8,"13,846",7.9,6.3,7.4,8.1,8.8,7.5,7.7,8.1,8.2,9.5,9.8,10.7
238-01,ajoloapan,atlacomulco-ajoloapan,ex-m40d,110.000,21,0.7,59.3,0.4,0.8,6.5,4.3,1.1,3.2,1.6,0.1,0.0,0.6,21.4,"7,707",7.6,6.8,7.9,8.4,7.9,8.2,8.2,8.6,8.5,8.8,10.5,8.6
238-02,ajoloapan,acambay-ajoloapan,ex-m40d,110.000,5,0.4,92.0,0.2,0.3,5.1,1.1,0.1,0.5,0.2,0.0,0.0,0.0,0.1,"1,853",8.0,7.4,8.6,7.9,7.6,9.1,8.1,8.1,7.5,9.4,9.1,9.2
238-03,ajoloapan,jilotepec-ajoloapan,ex-m40d,110.000,17,1.3,86.9,0.5,0.3,4.6,3.8,0.2,1.2,0.6,0.0,0.0,0.3,0.3,"6,118",7.8,7.8,9.2,8.7,8.2,8.9,8.5,8.3,7.4,8.2,8.2,8.8
238-04,ajoloapan,querétaro-ajoloapan,ex-m40d,110.000,65,0.5,73.4,0.4,2.1,5.6,4.2,1.8,10.3,0.8,0.0,0.0,0.7,0.2,"23,803",7.3,6.8,7.6,9.1,7.7,7.9,8.2,8.3,9.2,8.8,9.5,9.6
238-05,ajoloapan,tula ii-ajoloapan,ex-m40d,110.000,9,1.4,77.6,0.3,0.1,9.6,0.8,0.1,3.4,3.6,0.0,0.0,0.1,3.0,"3,144",7.2,7.1,8.7,10.0,8.8,7.7,6.7,8.5,8.4,8.4,10.0,8.5
238-06,ajoloapan,tula i-ajoloapan,ex-m40d,110.000,131,1.2,83.3,0.4,0.3,7.9,4.2,0.2,0.8,0.1,0.0,0.0,0.1,1.5,"47,695",7.8,7.3,8.8,9.5,7.6,7.7,8.1,9.1,8.1,8.8,8.8,8.4
238-07,ajoloapan,atitalaquia-ajoloapan,ex-m40d,110.000,110,3.4,85.4,0.4,0.2,4.1,2.3,0.3,0.4,0.2,0.0,0.0,0.0,3.3,"40,214",8.3,8.1,9.0,9.1,7.5,7.9,8.2,8.9,8.0,8.0,8.7,8.3
238-08,ajoloapan,apaxco-ajoloapan,ex-m40d,110.000,56,1.9,91.7,0.4,0.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,3.1,"20,410",5.3,6.1,6.9,7.0,9.6,8.3,8.0,8.6,9.3,10.0,10.8,10.1
238-09,ajoloapan,pachuca-ajoloapan,ex-m40d,110.000,418,1.2,85.5,0.3,0.3,3.3,3.4,0.8,2.6,1.3,0.0,0.0,0.1,1.2,"152,526",7.3,7.1,8.0,8.3,8.4,7.6,8.4,8.9,8.3,10.0,8.6,9.1
238-10,ajoloapan,tulancingo-ajoloapan,ex-m40d,110.000,85,0.5,69.3,0.4,0.2,5.1,6.6,4.6,4.2,6.2,0.0,0.0,0.8,2.1,"31,020",8.7,7.9,9.8,9.1,8.3,7.8,8.0,8.7,7.9,7.9,7.8,8.1
238-11,ajoloapan,sahagún-ajoloapan,ex-m40d,110.000,10,0.3,42.9,0.2,0.1,1.6,5.9,1.6,37.6,5.5,0.0,0.0,0.4,3.9,"3,537",7.6,8.1,10.8,8.7,11.3,8.2,11.0,13.2,5.6,4.5,6.1,4.9
238-12,ajoloapan,calpulalpan-ajoloapan,ex-m40d,110.000,8,0.6,52.6,0.2,0.3,4.0,10.4,14.2,12.7,3.4,0.0,0.0,1.1,0.5,"2,823",7.7,7.3,8.0,8.9,8.4,9.1,8.6,9.3,7.1,8.4,8.4,8.8
238-13,ajoloapan,sanctórum-ajoloapan,ex-m40d,110.000,36,0.3,39.8,0.3,0.2,1.5,9.1,9.7,17.4,11.4,0.1,0.1,10.0,0.1,"13,072",8.5,6.9,7.1,8.8,10.4,9.7,8.9,7.7,6.8,7.5,9.3,8.4
238-14,ajoloapan,san martín texmelucan-ajoloapan,ex-m40d,110.000,53,0.4,47.1,0.2,1.5,3.2,6.5,5.4,16.9,3.1,0.4,0.2,4.3,10.8,"19,298",8.3,7.1,8.3,8.3,8.1,8.0,8.3,8.7,8.2,9.1,8.3,9.3
239-01,pachuca,atlacomulco-pachuca,ex-m40d,129.000,290,0.9,63.9,0.4,1.0,4.3,5.4,1.1,10.0,2.4,0.4,0.1,4.3,5.8,"105,791",8.4,7.6,8.2,9.0,8.0,7.6,8.0,8.3,7.9,8.2,8.4,10.4
239-02,pachuca,acambay-pachuca,ex-m40d,129.000,24,0.7,86.0,0.4,0.8,3.7,3.5,0.5,3.6,0.3,0.0,0.0,0.2,0.3,"8,759",8.0,7.1,8.6,9.3,8.2,7.5,8.3,8.7,7.2,8.3,7.9,10.9
239-03,pachuca,jilotepec-pachuca,ex-m40d,129.000,104,0.6,85.7,0.4,0.9,5.5,3.3,0.4,2.5,0.2,0.0,0.0,0.3,0.2,"38,011",8.0,7.6,8.5,9.3,8.1,8.0,8.4,8.7,7.9,8.1,7.8,9.6
239-04,pachuca,querétaro-pachuca,ex-m40d,129.000,991,0.4,67.1,0.4,2.8,4.4,4.5,1.0,12.0,2.9,0.2,0.0,3.9,0.4,"361,679",7.6,7.7,8.4,8.8,7.9,8.1,8.6,8.4,8.3,8.3,7.9,10.0
239-05,pachuca,tula ii-pachuca,ex-m40d,129.000,86,0.8,91.3,0.3,0.4,2.1,0.4,0.1,0.4,1.1,0.0,0.0,0.0,3.1,"31,371",7.2,7.0,8.0,8.9,7.9,8.1,8.1,8.7,8.3,8.9,8.7,10.2
239-06,pachuca,tula i-pachuca,ex-m40d,129.000,"1,083",0.6,88.0,0.2,0.7,3.3,1.5,0.2,1.9,1.0,0.0,0.0,1.6,1.0,"395,131",7.6,7.5,8.2,8.8,7.8,8.1,8.7,9.0,8.2,9.0,8.3,8.8
239-07,pachuca,atitalaquia-pachuca,ex-m40d,129.000,570,0.6,86.8,0.2,2.4,2.6,2.1,0.4,1.5,1.9,0.1,0.0,0.2,1.2,"207,897",7.9,7.9,8.9,8.8,7.7,7.9,8.5,8.7,8.1,8.8,8.1,8.7
239-08,pachuca,apaxco-pachuca,ex-m40d,129.000,393,0.9,94.6,0.2,0.1,1.3,1.7,0.0,0.0,0.1,0.0,0.0,0.0,1.1,"143,402",5.6,6.3,7.3,7.3,10.8,8.5,8.4,8.9,8.5,10.0,8.9,9.5
239-09,pachuca,ajoloapan-pachuca,ex-m40d,129.000,412,1.1,84.8,0.3,0.4,3.1,3.0,0.7,2.6,2.5,0.1,0.0,0.1,1.3,"150,496",7.4,7.1,7.8,8.2,8.7,7.7,8.5,9.4,8.1,9.7,8.3,9.1
239-10,pachuca,tulancingo-pachuca,ex-m40d,129.000,726,0.8,81.8,0.3,0.6,4.1,3.1,0.6,3.4,1.4,0.1,0.0,3.0,0.8,"264,899",8.3,8.6,11.2,8.2,8.1,7.1,7.5,8.5,7.4,8.1,8.1,8.9
239-11,pachuca,sahagún-pachuca,ex-m40d,129.000,91,0.5,50.5,0.1,0.3,5.8,10.5,1.6,18.9,3.7,0.2,0.0,6.8,1.1,"33,255",8.8,7.8,8.2,7.9,8.7,8.8,8.2,8.9,7.9,8.6,7.9,8.3
239-12,pachuca,calpulalpan-pachuca,ex-m40d,129.000,82,0.7,68.1,0.4,0.2,3.8,4.1,1.3,14.3,3.5,0.1,0.0,1.9,1.6,"29,753",8.0,7.2,8.1,8.0,8.0,8.4,8.5,8.7,7.8,8.7,8.8,9.8
239-13,pachuca,sanctórum-pachuca,ex-m40d,129.000,310,0.5,64.8,0.3,0.7,3.8,5.2,2.1,12.4,5.2,0.3,0.1,4.4,0.2,"113,326",8.4,7.2,7.5,8.8,8.3,8.0,8.2,8.8,7.8,8.4,8.6,10.0
239-14,pachuca,san martín texmelucan-pachuca,ex-m40d,129.000,642,0.5,62.7,0.3,1.3,4.1,6.5,0.9,13.5,3.8,0.3,0.1,5.7,0.3,"234,151",8.3,7.5,7.5,8.6,8.7,7.9,8.3,8.7,7.9,8.7,8.4,9.5
240-01,tulancingo,atlacomulco-tulancingo,ex-m40d,153.000,200,0.5,57.8,0.5,1.5,4.7,5.2,1.8,7.7,2.8,0.9,0.1,10.7,5.8,"72,872",7.9,7.1,7.9,8.5,7.7,7.8,8.7,8.9,7.8,8.4,8.7,10.6
240-02,tulancingo,acambay-tulancingo,ex-m40d,153.000,17,0.3,78.8,0.6,0.3,4.1,8.7,1.2,4.4,0.5,0.2,0.1,0.7,0.1,"6,268",6.6,5.8,9.0,10.0,7.6,7.5,9.7,10.0,7.2,8.5,8.3,9.8
